ID,Date,Element,Data_Value
USC00367477,07/13/06,TMIN,189
USC00368469,12/11/07,TMIN,6
USC00368449,06/29/10,TMIN,194
USC00368449,06/29/10,TMAX,267
USC00367477,03/01/13,TMIN,-22
USC00367477,03/01/13,TMAX,22
USC00367477,07/13/06,TMAX,261
USC00368449,01/29/15,TMAX,-22
USC00360147,11/09/05,TMAX,172
USC00365790,06/23/15,TMIN,161
USC00360147,11/09/05,TMIN,28
USC00367477,04/26/08,TMIN,56
USC00368449,01/29/15,TMIN,-139
USC00367477,04/26/08,TMAX,244
USC00368449,01/18/08,TMIN,-22
USC00368449,01/25/05,TMIN,-150
USC00368449,01/25/05,TMAX,-39
USC00365109,08/01/06,TMIN,211
USC00365109,08/01/06,TMAX,322
USC00367409,07/08/15,TMIN,194
USC00365109,05/06/12,TMAX,244
USC00360147,04/29/09,TMIN,61
USC00367477,07/26/10,TMIN,122
USC00367409,01/03/06,TMAX,44
USC00367409,01/03/06,TMIN,17
USC00365790,09/08/11,TMIN,139
USC00368469,05/04/09,TMIN,50
USC00368469,05/04/09,TMAX,178
USC00365790,09/08/11,TMAX,172
USC00368469,11/04/12,TMAX,56
USC00368469,11/04/12,TMIN,22
USC00360147,10/17/06,TMIN,-11
USC00365109,01/03/05,TMIN,0
USC00365109,01/03/05,TMAX,67
USC00367477,09/24/12,TMAX,144
USC00362629,07/01/06,TMIN,128
USC00367477,09/24/12,TMIN,44
USC00362629,07/01/06,TMAX,261
USC00360147,10/17/06,TMAX,161
USC00365109,06/05/11,TMIN,89
USC00365109,06/05/11,TMAX,217
USC00365109,05/18/15,TMIN,172
USC00360147,05/06/12,TMAX,244
USC00367477,07/26/10,TMAX,261
USC00360147,05/06/12,TMIN,106
USC00360147,11/16/06,TMAX,128
USC00365109,08/28/14,TMAX,311
USC00365109,08/28/14,TMIN,150
USC00368469,04/14/14,TMIN,72
USC00365109,10/30/10,TMAX,94
USC00367477,11/13/11,TMAX,144
USC00360147,03/24/06,TMAX,44
USC00367477,11/13/11,TMIN,-6
USC00365109,10/30/10,TMIN,-6
USC00367409,06/09/14,TMIN,117
USC00365109,04/02/14,TMIN,-11
USC00365109,04/02/14,TMAX,156
USC00364853,09/08/05,TMAX,283
USC00361480,03/17/08,TMAX,33
USC00361480,03/17/08,TMIN,-89
USC00368469,02/24/13,TMAX,28
USC00368469,02/24/13,TMIN,-28
USC00365109,10/30/08,TMIN,-6
USC00364853,09/08/05,TMIN,111
USC00365109,10/30/08,TMAX,61
USC00360147,11/16/06,TMIN,72
USC00368469,12/11/07,TMAX,39
USC00365790,01/06/12,TMIN,-83
USC00365790,01/06/12,TMAX,17
USC00364853,03/24/06,TMIN,-44
USC00364853,03/24/06,TMAX,56
USC00365109,01/03/06,TMAX,39
USC00367477,07/02/10,TMIN,39
USC00365109,01/03/06,TMIN,6
USC00368469,09/24/13,TMAX,183
USC00368469,09/24/13,TMIN,44
USC00365109,11/03/10,TMIN,-44
USC00365109,11/03/10,TMAX,94
USC00365109,12/19/14,TMAX,11
USC00368469,04/11/10,TMIN,17
USC00365109,12/19/14,TMIN,-6
USC00360147,08/28/11,TMIN,167
USC00360147,08/28/11,TMAX,278
USC00368469,04/11/10,TMAX,172
USC00368449,08/16/15,TMAX,294
USC00368449,08/16/15,TMIN,178
USC00368449,10/13/05,TMAX,156
USC00361480,01/14/09,TMAX,0
USC00360147,10/06/05,TMIN,100
USC00360147,08/10/05,TMIN,189
USC00360147,10/06/05,TMAX,289
USC00368469,09/10/11,TMAX,250
USC00365109,05/10/07,TMAX,294
USC00367409,10/30/08,TMAX,56
USC00365109,05/15/05,TMAX,289
USC00365109,05/15/05,TMIN,111
USC00367409,12/23/08,TMIN,-144
USC00360147,08/28/14,TMAX,300
USC00360147,11/07/06,TMIN,-17
USC00367409,12/23/08,TMAX,-61
USC00360147,11/07/06,TMAX,156
USC00360147,08/28/14,TMIN,156
USC00361480,08/24/11,TMAX,256
USC00361480,08/24/11,TMIN,44
USC00367477,11/05/10,TMAX,128
USC00368469,09/10/11,TMIN,178
USC00367477,12/28/08,TMAX,167
USC00367477,12/28/08,TMIN,28
USC00367477,11/05/10,TMIN,-61
USC00367477,08/28/08,TMIN,83
USC00367477,08/28/08,TMAX,250
USC00367477,07/02/10,TMAX,211
USC00360147,08/10/05,TMAX,322
USC00365109,10/17/06,TMIN,-17
USC00361480,07/27/11,TMAX,300
USC00368469,02/12/15,TMIN,-111
USC00368469,02/12/15,TMAX,28
USC00365790,07/30/10,TMIN,106
USC00360147,07/10/05,TMAX,267
USC00360147,04/21/12,TMIN,67
USC00360147,04/21/12,TMAX,239
USC00364853,11/14/05,TMIN,72
USC00360147,08/15/05,TMAX,322
USC00368469,08/15/08,TMAX,250
USC00360147,08/15/05,TMIN,189
USC00368469,03/10/10,TMIN,-50
USC00368469,08/15/08,TMIN,139
USC00367477,05/11/09,TMAX,122
USC00364853,11/14/05,TMAX,156
USC00368469,03/10/10,TMAX,167
USC00367477,05/11/09,TMIN,6
USC00365790,12/09/10,TMAX,-33
USC00365790,12/09/10,TMIN,-117
USC00365109,05/06/12,TMIN,117
USC00368449,08/10/10,TMIN,172
USC00365790,07/30/10,TMAX,294
USC00368449,08/10/10,TMAX,322
USC00365790,09/12/11,TMAX,228
USC00361480,07/27/11,TMIN,89
USC00368449,10/13/05,TMIN,100
USC00367409,03/10/14,TMIN,-33
USC00367409,03/10/14,TMAX,44
USC00365109,04/22/08,TMIN,72
USC00361480,01/14/09,TMIN,-183
USC00368469,02/17/05,TMAX,56
USC00368449,07/11/05,TMIN,161
USC00367409,04/02/14,TMIN,-17
USC00365109,05/18/15,TMAX,278
USC00368469,02/17/05,TMIN,-28
USC00367477,07/08/15,TMIN,183
USC00365109,10/17/06,TMAX,161
USC00360147,07/10/05,TMIN,144
USC00365109,04/22/08,TMAX,233
USC00368469,07/10/06,TMAX,267
USC00367409,04/02/14,TMAX,183
USC00367477,07/08/15,TMAX,294
USC00368469,07/10/06,TMIN,144
USC00365790,09/12/11,TMIN,128
USC00368449,07/11/05,TMAX,300
USC00367409,08/14/13,TMIN,100
USC00367409,08/14/13,TMAX,267
USC00360147,04/12/11,TMIN,83
USC00367477,03/19/08,TMIN,0
USC00368449,10/02/10,TMAX,183
USC00367477,04/27/06,TMAX,150
USC00367477,04/27/06,TMIN,-50
USC00368449,10/02/10,TMIN,56
USC00367477,03/19/08,TMAX,44
USC00360147,05/10/07,TMIN,72
USC00360147,05/10/07,TMAX,311
USC00367409,02/26/08,TMAX,56
USC00360147,08/27/10,TMIN,100
USC00360147,04/16/15,TMIN,17
USC00367409,10/19/12,TMIN,44
USC00367409,10/19/12,TMAX,183
USC00360147,08/27/10,TMAX,233
USC00360147,08/24/09,TMAX,256
USC00360147,08/24/09,TMIN,156
USC00360147,04/16/15,TMAX,183
USC00367409,02/26/08,TMIN,-94
USC00367409,10/01/12,TMIN,78
USC00368469,06/17/15,TMIN,139
USC00367409,10/01/12,TMAX,172
USC00368449,03/06/10,TMIN,-50
USC00368449,03/06/10,TMAX,72
USC00368469,03/10/12,TMIN,-50
USC00360147,11/14/05,TMIN,-11
USC00360147,08/14/13,TMIN,111
USC00360147,08/14/13,TMAX,244
USC00360147,11/14/05,TMAX,161
USC00360147,05/02/08,TMIN,11
USC00365790,05/19/12,TMAX,244
USC00365790,05/19/12,TMIN,50
USC00368449,02/26/10,TMIN,-67
USC00368449,02/26/10,TMAX,6
USC00360147,05/02/08,TMAX,156
USC00368449,03/11/13,TMAX,156
USC00368449,03/11/13,TMIN,22
USC00360147,10/13/06,TMAX,133
USC00360147,10/13/06,TMIN,-11
USC00365790,03/02/11,TMIN,-78
USC00365790,03/02/11,TMAX,50
USC00367477,10/01/07,TMIN,39
USC00367477,10/01/07,TMAX,228
USC00368469,06/17/15,TMAX,267
USC00364853,08/15/05,TMIN,200
USC00368449,09/10/13,TMIN,100
USC00368449,09/10/13,TMAX,217
USC00365790,12/21/14,TMIN,-50
USC00367477,08/22/12,TMIN,83
USC00367477,08/22/12,TMAX,244
USC00360147,04/04/13,TMIN,-50
USC00365790,07/01/14,TMIN,172
USC00360147,04/04/13,TMAX,17
USC00368449,08/26/08,TMAX,278
USC00368449,08/26/08,TMIN,128
USC00367477,07/08/11,TMAX,283
USC00367477,07/08/11,TMIN,144
USC00367477,08/28/10,TMAX,250
USC00367477,08/13/15,TMIN,89
USC00360147,01/04/09,TMIN,-106
USC00367477,12/03/09,TMAX,111
USC00367477,12/03/09,TMIN,-50
USC00367477,08/13/15,TMAX,233
USC00367477,08/28/10,TMIN,61
USC00367409,11/16/06,TMAX,128
USC00368449,03/26/07,TMIN,61
USC00360147,01/04/09,TMAX,-6
USC00360147,10/30/08,TMAX,39
USC00365790,07/01/14,TMAX,306
USC00365790,12/21/14,TMAX,11
USC00364853,11/09/05,TMAX,117
USC00365109,03/26/14,TMAX,28
USC00364853,11/09/05,TMIN,50
USC00365790,09/06/09,TMIN,72
USC00362629,06/18/05,TMIN,94
USC00365790,09/06/09,TMAX,267
USC00365109,03/26/14,TMIN,-89
USC00367409,04/17/06,TMIN,11
USC00367409,04/17/06,TMAX,217
USC00368469,03/10/12,TMAX,50
USC00367477,02/11/05,TMIN,-106
USC00362629,06/18/05,TMAX,200
USC00367409,08/28/14,TMAX,306
USC00367409,08/28/14,TMIN,150
USC00368469,04/21/05,TMAX,261
USC00367409,04/29/09,TMAX,300
USC00367409,04/29/09,TMIN,56
USC00367477,10/23/13,TMIN,-6
USC00367477,10/23/13,TMAX,100
USC00360147,10/30/08,TMIN,-17
USC00367477,02/11/05,TMAX,-39
USC00364853,02/09/05,TMAX,72
USC00367477,08/08/06,TMIN,139
USC00367477,11/21/11,TMIN,17
USC00367477,09/19/15,TMIN,94
USC00360147,08/01/06,TMAX,344
USC00365109,04/29/09,TMAX,311
USC00365109,04/29/09,TMIN,56
USC00365109,10/16/15,TMIN,44
USC00365109,10/16/15,TMAX,183
USC00361480,09/02/13,TMAX,289
USC00361480,09/02/13,TMIN,161
USC00368469,04/09/12,TMIN,-28
USC00368469,04/09/12,TMAX,189
USC00360147,04/02/14,TMIN,-22
USC00365109,12/23/08,TMIN,-139
USC00360147,04/02/14,TMAX,172
USC00365109,12/23/08,TMAX,-56
USC00368449,11/02/05,TMIN,28
USC00368449,11/02/05,TMAX,189
USC00364853,10/06/05,TMAX,256
USC00365109,08/14/13,TMIN,100
USC00362629,10/04/06,TMIN,94
USC00367477,09/19/15,TMAX,278
USC00368469,07/29/06,TMAX,278
USC00360147,08/01/06,TMIN,211
USC00360147,08/12/07,TMIN,150
USC00360147,04/12/11,TMAX,272
USC00368449,10/09/05,TMAX,122
USC00368449,10/09/05,TMIN,89
USC00367409,04/04/13,TMIN,-61
USC00367409,04/04/13,TMAX,50
USC00365790,01/14/09,TMAX,-11
USC00360147,03/10/14,TMIN,-44
USC00367477,03/19/06,TMAX,-6
USC00367477,03/19/06,TMIN,-78
USC00365790,01/14/09,TMIN,-150
USC00368449,06/06/07,TMIN,100
USC00368449,06/06/07,TMAX,206
USC00360147,03/10/14,TMAX,22
USC00367409,08/04/09,TMIN,150
USC00367409,08/04/09,TMAX,267
USC00365109,09/01/07,TMAX,256
USC00365109,09/01/07,TMIN,100
USC00365109,02/05/07,TMAX,-33
USC00365109,02/05/07,TMIN,-178
USC00360147,08/12/07,TMAX,289
USC00362629,10/04/06,TMAX,211
USC00365109,08/14/13,TMAX,289
USC00368469,07/29/06,TMIN,200
USC00365109,08/04/09,TMIN,150
USC00365109,08/04/09,TMAX,267
USC00361480,09/12/11,TMAX,222
USC00367409,10/31/10,TMIN,-11
USC00368449,01/05/15,TMIN,-33
USC00367409,10/31/10,TMAX,139
USC00368469,02/19/11,TMIN,6
USC00368469,02/19/11,TMAX,183
USC00368469,03/18/10,TMIN,-28
USC00367477,11/21/11,TMAX,161
USC00365109,11/16/06,TMAX,150
USC00365109,11/16/06,TMIN,83
USC00368469,03/18/10,TMAX,189
USC00365109,04/04/13,TMIN,-67
USC00365109,04/04/13,TMAX,56
USC00367409,07/05/11,TMIN,144
USC00360147,03/26/14,TMAX,22
USC00360147,03/26/14,TMIN,-89
USC00367477,08/08/06,TMAX,283
USC00368449,01/05/15,TMAX,94
USC00361480,09/12/11,TMIN,106
USC00361480,07/01/14,TMIN,167
USC00361480,07/01/14,TMAX,294
USC00361480,05/19/12,TMAX,250
USC00361480,05/19/12,TMIN,6
USC00364853,10/06/05,TMIN,117
USC00365790,09/07/05,TMAX,272
USC00365790,09/07/05,TMIN,67
USC00368469,10/29/07,TMIN,-6
USC00365790,05/16/10,TMAX,222
USC00368469,11/29/14,TMIN,-67
USC00368469,10/29/07,TMAX,106
USC00367409,07/05/11,TMAX,306
USC00365790,05/16/10,TMIN,94
USC00368449,03/09/06,TMIN,-44
USC00368449,03/17/13,TMIN,-33
USC00368449,03/09/06,TMAX,72
USC00368449,03/17/13,TMAX,17
USC00368469,04/21/05,TMIN,67
USC00367477,03/31/06,TMAX,194
USC00367477,03/31/06,TMIN,-33
USC00365790,09/02/13,TMAX,289
USC00365790,09/02/13,TMIN,183
USC00368469,11/29/14,TMAX,0
USC00365109,05/10/07,TMIN,78
USC00368449,04/03/05,TMIN,0
USC00365109,10/31/10,TMAX,133
USC00365790,03/09/06,TMAX,78
USC00368469,05/25/11,TMAX,239
USC00368469,05/25/11,TMIN,139
USC00360147,02/24/13,TMAX,39
USC00360147,02/24/13,TMIN,-17
USC00368469,12/15/05,TMIN,-161
USC00360147,07/01/14,TMAX,300
USC00368469,12/15/05,TMAX,-61
USC00360147,07/01/14,TMIN,200
USC00365790,01/29/07,TMAX,6
USC00365790,01/29/07,TMIN,-106
USC00367477,03/09/10,TMIN,-83
USC00367477,03/09/10,TMAX,111
USC00368449,09/07/12,TMAX,294
USC00368449,09/07/12,TMIN,189
USC00367409,09/14/09,TMAX,261
USC00365790,06/24/10,TMAX,328
USC00365790,06/24/10,TMIN,178
USC00367409,09/14/09,TMIN,133
USC00365790,03/09/06,TMIN,-67
USC00367409,02/10/13,TMIN,-122
USC00368449,12/01/10,TMIN,61
USC00367409,04/18/14,TMAX,139
USC00365790,11/07/07,TMIN,11
USC00365790,06/29/08,TMAX,294
USC00365790,06/29/08,TMIN,167
USC00368449,04/05/09,TMIN,22
USC00368449,04/05/09,TMAX,89
USC00361480,05/20/10,TMAX,183
USC00365109,04/06/11,TMIN,-33
USC00365109,04/06/11,TMAX,67
USC00368469,04/29/14,TMAX,156
USC00368469,04/29/14,TMIN,0
USC00368469,12/04/09,TMAX,122
USC00368469,12/04/09,TMIN,11
USC00368469,04/04/13,TMIN,-72
USC00368469,04/04/13,TMAX,39
USC00367477,08/13/13,TMIN,122
USC00367477,08/13/13,TMAX,250
USC00365790,03/07/11,TMAX,94
USC00365790,03/07/11,TMIN,-61
USC00367409,04/18/14,TMIN,-22
USC00368449,12/01/10,TMAX,156
USC00365790,11/07/07,TMAX,67
USC00367409,02/10/13,TMAX,17
USC00362629,01/20/07,TMAX,6
USC00365109,10/08/07,TMAX,306
USC00365109,02/24/13,TMIN,-6
USC00368449,08/08/07,TMAX,283
USC00368449,08/08/07,TMIN,228
USC00365109,01/14/09,TMAX,0
USC00365790,12/06/14,TMAX,6
USC00365109,01/14/09,TMIN,-139
USC00365790,12/06/14,TMIN,-17
USC00365109,02/10/13,TMIN,-117
USC00365109,02/10/13,TMAX,11
USC00367409,09/09/15,TMIN,183
USC00367409,09/09/15,TMAX,328
USC00368469,01/18/09,TMIN,-272
USC00365790,01/12/07,TMIN,-111
USC00365790,01/12/07,TMAX,11
USC00368469,05/28/09,TMAX,206
USC00365109,04/15/11,TMAX,217
USC00368469,05/28/09,TMIN,106
USC00365109,04/15/11,TMIN,28
USC00365109,10/08/07,TMIN,161
USC00367477,11/19/07,TMAX,17
USC00365109,02/24/13,TMAX,17
USC00367477,09/10/10,TMAX,172
USC00368469,12/20/14,TMIN,-44
USC00362629,01/20/07,TMIN,-67
USC00367477,05/29/11,TMAX,256
USC00368449,12/24/15,TMIN,72
USC00367477,05/29/11,TMIN,144
USC00368449,12/24/15,TMAX,161
USC00367477,11/19/07,TMIN,0
USC00368469,12/20/14,TMAX,-6
USC00367409,09/03/08,TMAX,294
USC00367409,09/03/08,TMIN,111
USC00365790,12/25/05,TMIN,-89
USC00365790,12/25/05,TMAX,78
USC00367477,09/02/09,TMAX,222
USC00367477,09/02/09,TMIN,44
USC00368449,09/17/11,TMIN,72
USC00368469,04/13/06,TMAX,244
USC00368469,04/13/06,TMIN,61
USC00361480,09/25/12,TMAX,156
USC00361480,09/25/12,TMIN,-22
USC00367477,09/10/10,TMIN,106
USC00361480,05/20/10,TMIN,67
USC00368469,05/06/12,TMAX,256
USC00368469,05/06/12,TMIN,100
USC00361480,06/25/14,TMIN,167
USC00361480,06/25/14,TMAX,289
USC00365109,06/26/15,TMAX,256
USC00368449,03/23/10,TMAX,183
USC00362629,02/09/08,TMAX,22
USC00362629,02/09/08,TMIN,-17
USC00368449,05/19/12,TMAX,228
USC00365109,07/24/11,TMIN,233
USC00365109,07/24/11,TMAX,350
USC00360147,01/14/09,TMAX,11
USC00361480,11/12/13,TMAX,89
USC00360147,08/22/14,TMAX,267
USC00360147,08/22/14,TMIN,189
USC00361480,11/12/13,TMIN,-39
USC00368469,11/24/15,TMIN,-44
USC00368449,05/31/11,TMIN,211
USC00368449,05/31/11,TMAX,322
USC00368469,11/24/15,TMAX,22
USC00365109,06/05/07,TMAX,261
USC00365109,09/14/09,TMIN,139
USC00365109,06/05/07,TMIN,144
USC00365109,09/14/09,TMAX,261
USC00365109,04/30/08,TMAX,156
USC00367477,06/22/14,TMAX,261
USC00360147,01/23/07,TMIN,-56
USC00368469,12/07/05,TMIN,-67
USC00365790,12/02/14,TMIN,-44
USC00360147,01/23/07,TMAX,-17
USC00367477,06/22/14,TMIN,78
USC00368469,12/07/05,TMAX,0
USC00368469,10/16/13,TMAX,217
USC00367409,09/15/15,TMAX,228
USC00368469,06/28/15,TMIN,122
USC00367409,09/15/15,TMIN,78
USC00368469,10/16/13,TMIN,106
USC00368469,09/05/10,TMIN,78
USC00367409,02/24/15,TMAX,-78
USC00367409,02/24/15,TMIN,-244
USC00368469,09/05/10,TMAX,172
USC00362629,07/20/06,TMAX,289
USC00368469,06/28/15,TMAX,167
USC00362629,07/20/06,TMIN,156
USC00365109,04/30/08,TMIN,-6
USC00368449,05/19/12,TMIN,100
USC00368449,03/23/10,TMIN,78
USC00365790,11/01/11,TMAX,72
USC00365790,08/29/10,TMIN,72
USC00368449,01/04/15,TMIN,-17
USC00368449,01/04/15,TMAX,39
USC00365109,05/22/10,TMIN,111
USC00367477,10/12/12,TMAX,133
USC00367477,10/12/12,TMIN,-6
USC00365790,08/29/10,TMAX,272
USC00360147,09/22/11,TMAX,228
USC00360147,09/22/11,TMIN,150
USC00368469,12/29/08,TMAX,117
USC00367477,09/04/15,TMIN,167
USC00368469,12/29/08,TMIN,-11
USC00368449,08/22/12,TMIN,128
USC00368449,08/22/12,TMAX,244
USC00367477,09/04/15,TMAX,306
USC00361480,09/10/13,TMIN,17
USC00361480,09/10/13,TMAX,211
USC00365109,11/03/11,TMIN,0
USC00365109,11/03/11,TMAX,139
USC00368449,10/23/13,TMAX,111
USC00365790,02/27/08,TMAX,11
USC00365790,02/27/08,TMIN,-44
USC00368449,10/23/13,TMIN,44
USC00365790,11/01/11,TMIN,-39
USC00360147,01/14/09,TMIN,-150
USC00368449,02/15/05,TMIN,0
USC00367409,09/24/13,TMAX,189
USC00365109,09/10/05,TMAX,272
USC00365790,09/10/13,TMIN,67
USC00360147,10/31/10,TMIN,0
USC00360147,10/31/10,TMAX,133
USC00367409,09/24/13,TMIN,44
USC00368449,02/05/08,TMIN,6
USC00365790,09/10/13,TMAX,194
USC00365109,09/10/05,TMIN,122
USC00368449,02/15/05,TMAX,56
USC00365790,10/12/15,TMAX,200
USC00365790,10/12/15,TMIN,17
USC00365790,03/19/08,TMAX,33
USC00365790,03/19/08,TMIN,11
USC00365790,11/12/13,TMAX,78
USC00365790,11/12/13,TMIN,-44
USC00365109,05/22/10,TMAX,283
USC00365109,06/26/15,TMIN,128
USC00361480,03/07/11,TMIN,-72
USC00368469,10/04/06,TMIN,78
USC00368469,10/04/06,TMAX,228
USC00368469,11/18/07,TMIN,0
USC00368469,11/18/07,TMAX,44
USC00367477,08/13/09,TMAX,267
USC00367477,08/13/09,TMIN,144
USC00368449,08/06/14,TMIN,161
USC00368449,08/06/14,TMAX,283
USC00367477,08/11/10,TMAX,306
USC00367477,08/11/10,TMIN,172
USC00365790,05/17/15,TMIN,133
USC00367477,07/13/11,TMIN,156
USC00367477,07/13/11,TMAX,306
USC00360147,10/11/07,TMAX,222
USC00365109,04/14/14,TMAX,300
USC00360147,10/11/07,TMIN,89
USC00360147,05/16/09,TMIN,94
USC00365109,04/14/14,TMIN,94
USC00360147,05/16/09,TMAX,256
USC00367409,08/22/12,TMIN,133
USC00367409,08/22/12,TMAX,261
USC00368449,08/09/15,TMAX,267
USC00367409,10/26/11,TMIN,33
USC00368449,08/09/15,TMIN,172
USC00368449,06/25/10,TMIN,167
USC00365790,04/22/15,TMIN,44
USC00367477,12/21/14,TMIN,-50
USC00368449,01/09/15,TMIN,-167
USC00360147,11/03/11,TMAX,156
USC00365109,08/22/14,TMAX,278
USC00368469,04/21/12,TMIN,61
USC00365109,08/22/14,TMIN,183
USC00361480,12/23/08,TMIN,-161
USC00367477,12/21/14,TMAX,-22
USC00361480,12/23/08,TMAX,-89
USC00365790,04/20/13,TMAX,211
USC00365790,04/20/13,TMIN,17
USC00361480,03/17/13,TMIN,-39
USC00368449,09/24/13,TMAX,161
USC00368469,04/21/12,TMAX,256
USC00368449,09/24/13,TMIN,39
USC00365790,04/22/15,TMAX,122
USC00361480,03/17/13,TMAX,0
USC00365109,04/18/14,TMAX,133
USC00368449,06/25/10,TMAX,283
USC00360147,11/03/11,TMIN,0
USC00367409,10/26/11,TMAX,172
USC00360147,11/12/13,TMIN,-17
USC00367477,10/27/10,TMAX,228
USC00365790,05/02/08,TMAX,139
USC00365109,08/22/12,TMIN,133
USC00365109,08/22/12,TMAX,261
USC00362629,08/12/07,TMIN,128
USC00362629,08/12/07,TMAX,256
USC00368469,04/02/14,TMAX,194
USC00365790,02/28/11,TMAX,83
USC00365790,02/28/11,TMIN,6
USC00367409,06/05/07,TMIN,156
USC00367477,04/23/08,TMIN,44
USC00365790,04/28/06,TMAX,200
USC00367409,10/07/05,TMIN,133
USC00365790,04/28/06,TMIN,-28
USC00367409,10/07/05,TMAX,239
USC00367477,10/27/10,TMIN,78
USC00368469,07/13/11,TMAX,339
USC00365109,10/13/08,TMIN,61
USC00368469,07/13/11,TMIN,172
USC00365790,11/28/15,TMAX,161
USC00360147,11/12/13,TMAX,89
USC00367409,06/05/07,TMAX,261
USC00365790,11/28/15,TMIN,0
USC00365790,05/17/15,TMAX,289
USC00367477,04/23/08,TMAX,217
USC00367409,02/19/15,TMIN,-167
USC00367409,07/01/14,TMAX,300
USC00367409,07/01/14,TMIN,183
USC00368469,03/29/13,TMAX,56
USC00368469,03/29/13,TMIN,-11
USC00365109,10/23/13,TMIN,28
USC00365109,10/23/13,TMAX,144
USC00362629,05/10/07,TMIN,67
USC00361480,10/30/08,TMIN,-22
USC00361480,10/30/08,TMAX,56
USC00367409,02/19/15,TMAX,-28
USC00365109,11/12/13,TMAX,100
USC00362629,05/10/07,TMAX,306
USC00360147,01/22/05,TMAX,-83
USC00365109,11/12/13,TMIN,-17
USC00360147,01/22/05,TMIN,-178
USC00368469,04/02/14,TMIN,-28
USC00365790,05/02/08,TMIN,6
USC00360147,04/06/11,TMAX,44
USC00365109,04/18/14,TMIN,-22
USC00367409,01/14/09,TMIN,-139
USC00368469,10/19/12,TMIN,33
USC00368469,10/19/12,TMAX,194
USC00368469,09/06/09,TMAX,267
USC00365790,09/25/12,TMAX,161
USC00368469,07/01/06,TMIN,133
USC00368469,07/01/06,TMAX,261
USC00365790,09/25/12,TMIN,-11
USC00367409,05/16/09,TMIN,106
USC00367409,05/16/09,TMAX,267
USC00360147,02/10/13,TMIN,-122
USC00360147,02/10/13,TMAX,-6
USC00368449,09/13/12,TMIN,106
USC00365109,07/01/14,TMAX,311
USC00365109,07/01/14,TMIN,194
USC00368449,09/13/12,TMAX,250
USC00367409,02/24/13,TMAX,33
USC00367477,03/09/14,TMIN,-67
USC00367477,03/09/14,TMAX,39
USC00367409,02/24/13,TMIN,-11
USC00362629,07/10/06,TMIN,144
USC00368469,02/16/12,TMIN,-22
USC00368469,09/06/09,TMIN,111
USC00362629,11/14/05,TMAX,172
USC00365790,12/23/08,TMIN,-156
USC00368469,01/18/09,TMAX,-83
USC00365790,12/23/08,TMAX,-89
USC00368469,02/23/07,TMIN,-67
USC00368469,02/23/07,TMAX,28
USC00368449,09/17/11,TMAX,156
USC00362629,01/01/05,TMIN,50
USC00368469,11/22/11,TMAX,72
USC00368449,11/04/12,TMAX,56
USC00368449,11/03/06,TMAX,67
USC00362629,01/01/05,TMAX,117
USC00362629,11/14/05,TMIN,-22
USC00368449,11/04/12,TMIN,28
USC00361480,02/28/11,TMAX,106
USC00368469,11/22/11,TMIN,0
USC00361480,02/28/11,TMIN,0
USC00367477,05/02/07,TMIN,61
USC00368449,11/03/06,TMIN,-22
USC00367477,05/02/07,TMAX,239
USC00362629,07/10/06,TMAX,267
USC00368469,02/16/12,TMAX,28
USC00367409,02/11/15,TMAX,-6
USC00365790,03/17/13,TMIN,-39
USC00365109,09/22/11,TMIN,156
USC00367409,04/30/08,TMIN,-11
USC00365109,05/16/09,TMIN,117
USC00365109,05/16/09,TMAX,261
USC00365790,10/30/08,TMAX,44
USC00368449,10/17/14,TMIN,122
USC00361480,04/20/13,TMAX,217
USC00367409,10/13/08,TMIN,56
USC00367409,10/13/08,TMAX,244
USC00367477,11/22/09,TMAX,89
USC00367477,11/22/09,TMIN,50
USC00368449,10/17/14,TMAX,156
USC00361480,04/20/13,TMIN,17
USC00367409,10/23/13,TMIN,22
USC00367409,01/14/09,TMAX,6
USC00367409,10/23/13,TMAX,128
USC00360147,04/06/11,TMIN,-22
USC00360147,04/14/14,TMAX,283
USC00360147,04/14/14,TMIN,83
USC00365109,09/22/11,TMAX,233
USC00368449,01/09/15,TMAX,-72
USC00365790,10/30/08,TMIN,-17
USC00367409,04/30/08,TMAX,150
USC00367409,02/11/15,TMIN,-89
USC00365790,03/17/13,TMAX,-11
USC00367477,04/20/10,TMAX,150
USC00367477,12/18/09,TMIN,-83
USC00367477,12/18/09,TMAX,-28
USC00367477,04/20/10,TMIN,-28
USC00362629,09/07/05,TMAX,261
USC00362629,09/07/05,TMIN,106
USC00368449,08/28/14,TMAX,300
USC00368449,02/05/08,TMAX,50
USC00368449,08/24/09,TMAX,256
USC00368449,08/24/09,TMIN,144
USC00368469,05/27/05,TMAX,250
USC00368469,05/27/05,TMIN,50
USC00368449,08/28/14,TMIN,156
USC00361480,04/15/10,TMAX,167
USC00367477,03/20/10,TMIN,-33
USC00367477,03/20/10,TMAX,189
USC00367477,08/14/07,TMAX,261
USC00367477,08/14/07,TMIN,94
USC00361480,04/15/10,TMIN,-50
USC00365790,12/02/14,TMAX,106
USC00361480,03/07/11,TMAX,83
USC00365790,04/17/06,TMAX,211
USC00362629,04/17/06,TMAX,200
USC00368449,02/07/08,TMAX,167
USC00368449,06/18/14,TMIN,183
USC00368449,06/18/14,TMAX,306
USC00361480,12/02/14,TMAX,128
USC00368469,10/23/15,TMAX,206
USC00361480,03/05/12,TMIN,-83
USC00367409,02/26/10,TMIN,-61
USC00361480,12/02/14,TMIN,-61
